ApplicationNumber,Graduate,Residence,MaritalStatus
12341,No,Rural,Married
12342,No,Urban,Married
12343,No,Rural,Married
12344,No,Urban,Single
12345,Yes,Rural,Married
12346,Yes,Urban,Married
12347,No,Rural,Married
12348,No,Rural,Married
12349,No,Urban,Married
12350,No,Rural,Married
12351,Yes,Rural,Married
12352,No,Urban,Married
12353,No,Rural,Married
12354,No,Urban,Married
12355,No,Semi Urban,Single
12356,Yes,Semi Urban,Married
12357,No,Urban,Married
12358,No,Urban,Married
12359,No,Rural,Married
12360,Yes,Urban,Married
12361,No,Rural,Married
12362,No,Urban,Single
12363,No,Semi Urban,Married
12364,No,Urban,Married
12365,No,Urban,Single
12366,No,Semi Urban,Married
12367,No,Rural,Single
12368,No,Urban,Married
12369,Yes,Semi Urban,Married
12370,No,Rural,Single
12371,Yes,Rural,Married
12372,Yes,Rural,Married
12373,No,Rural,Married
12374,No,Urban,Single
12375,No,Rural,Married
12376,No,Rural,Married
12377,No,Rural,Single
12378,No,Urban,Married
12379,Yes,Rural,Single
12380,No,Rural,Married
12381,Yes,Urban,Single
12382,No,Urban,Married
12383,No,Rural,Married
12384,No,Urban,Single
12385,Yes,Semi Urban,Single
12386,No,Urban,Married
12387,No,Urban,Single
12388,No,Urban,Married
12389,No,Urban,Married
12390,No,Urban,Married
12391,No,Rural,Married
12392,No,Semi Urban,Married
12393,No,Urban,Married
12394,No,Rural,Married
12395,No,Rural,Married
12396,No,Urban,Married
12397,No,Urban,Married
12398,Yes,Urban,Married
12399,No,Urban,Married
12400,No,Semi Urban,Married
12401,Yes,Rural,Married
12402,No,Urban,Married
12403,No,Semi Urban,Married
12404,Yes,Urban,Single
12405,No,Rural,Married
12406,Yes,Urban,Married
12407,No,Urban,Married
12408,No,Semi Urban,Married
12409,No,Urban,Married
12410,No,Rural,Single
12411,No,Rural,Married
12412,No,Rural,Married
12413,No,Rural,Married
12414,No,Rural,Married
12415,No,Urban,Married
12416,No,Urban,Married
12417,No,Semi Urban,Married
12418,No,Urban,Married
12419,No,Urban,Married
12420,No,Rural,Married
12421,No,Urban,Married
12422,No,Urban,Married
12423,No,Rural,Married
12424,Yes,Rural,Married
12425,No,Urban,Single
12426,No,Semi Urban,Married
12427,No,Urban,Married
12428,No,Rural,Married
12429,Yes,Rural,Married
12430,No,Rural,Married
12431,No,Urban,Single
12432,No,Semi Urban,Married
12433,No,Urban,Married
12434,Yes,Rural,Single
12435,Yes,Rural,Married
12436,No,Semi Urban,Married
12437,Yes,Rural,Single
12438,No,Urban,Married
12439,No,Rural,Single
12440,No,Urban,Married
12441,Yes,Rural,Married
12442,No,Semi Urban,Married
12443,No,Rural,Married
12444,No,Semi Urban,Married
12445,Yes,Urban,Married
12446,Yes,Urban,Married
12447,No,Rural,Single
12448,No,Urban,Married
12449,No,Semi Urban,Married
12450,Yes,Semi Urban,Single
12451,No,Semi Urban,Married
12452,No,Urban,Married
12453,No,Urban,Married
12454,No,Semi Urban,Single
12455,No,Semi Urban,Married
12456,No,Rural,Married
12457,No,Urban,Married
12458,No,Urban,Married
12459,No,Urban,Married
12460,No,Rural,Single
12461,No,Urban,Single
12462,No,Urban,Single
12463,No,Urban,Single
12464,No,Rural,Married
12465,No,Urban,Married
12466,No,Urban,Married
12467,No,Rural,Married
12468,No,Urban,Married
12469,No,Rural,Married
12470,No,Semi Urban,Married
12471,No,Urban,Married
12472,No,Semi Urban,Single
12473,No,Rural,Single
12474,No,Rural,Married
12475,No,Urban,Married
12476,Yes,Semi Urban,Married
12477,Yes,Rural,Married
12478,No,Urban,Married
12479,No,Rural,Married
12480,No,Rural,Married
12481,No,Rural,Married
12482,No,Urban,Married
12483,No,Rural,Married
12484,No,Rural,Single
12485,No,Urban,Married
12486,No,Rural,Married
12487,No,Urban,Married
12488,No,Urban,Married
12489,No,Rural,Married
12490,No,Rural,Single
12491,No,Rural,Married
12492,No,Rural,Single
12493,No,Urban,Married
12494,No,Semi Urban,Single
12495,No,Urban,Single
12496,No,Rural,Single
12497,No,Rural,Married
12498,No,Urban,Married
12499,No,Urban,Single
12500,No,Rural,Married
12501,No,Rural,Married
12502,No,Rural,Married
12503,Yes,Semi Urban,Married
12504,No,Urban,Married
12505,No,Urban,Married
12506,No,Urban,Married
12507,No,Urban,Married
12508,No,Urban,Married
12509,No,Urban,Married
12510,No,Rural,Married
12511,No,Urban,Married
12512,Yes,Rural,Married
12513,No,Urban,Married
12514,Yes,Rural,Married
12515,No,Rural,Married
12516,No,Urban,Married
12517,Yes,Semi Urban,Married
12518,No,Urban,Married
12519,No,Semi Urban,Married
12520,No,Rural,Single
12521,No,Urban,Married
12522,No,Rural,Single
12523,Yes,Urban,Married
12524,Yes,Semi Urban,Single
12525,No,Urban,Married
12526,No,Rural,Married
12527,No,Urban,Single
12528,No,Rural,Single
12529,Yes,Rural,Married
12530,No,Urban,Married
12531,No,Urban,Single
12532,No,Urban,Married
12533,Yes,Rural,Married
12534,No,Rural,Married
12535,Yes,Rural,Married
12536,No,Urban,Married
12537,No,Rural,Married
12538,Yes,Urban,Married
12539,Yes,Semi Urban,Married
12540,No,Urban,Married
12541,No,Urban,Single
12542,No,Urban,Married
12543,No,Urban,Married
12544,No,Semi Urban,Married
12545,No,Urban,Single
12546,No,Semi Urban,Married
12547,No,Urban,Married
12548,No,Rural,Married
12549,No,Urban,Married
12550,No,Urban,Married
12551,No,Rural,Single
12552,Yes,Rural,Single
12553,No,Rural,Married
12554,Yes,Semi Urban,Married
12555,No,Urban,Married
12556,No,Rural,Married
12557,No,Rural,Married
12558,No,Rural,Married
12559,No,Urban,Married
12560,No,Semi Urban,Married
12561,No,Urban,Married
12562,No,Urban,Married
12563,No,Urban,Married
12564,No,Rural,Married
12565,No,Rural,Married
12566,No,Rural,Single
12567,No,Rural,Married
12568,No,Semi Urban,Married
12569,No,Rural,Single
12570,No,Rural,Married
12571,No,Urban,Married
12572,Yes,Rural,Single
12573,No,Rural,Married
12574,No,Urban,Married
12575,No,Urban,Single
12576,Yes,Rural,Married
12577,No,Urban,Single
12578,Yes,Rural,Married
12579,No,Rural,Married
12580,No,Urban,Married
12581,No,Urban,Married
12582,No,Rural,Married
12583,No,Rural,Married
12584,No,Semi Urban,Single
12585,No,Rural,Married
12586,Yes,Semi Urban,Married
12587,No,Urban,Married
12588,Yes,Rural,Single
12589,Yes,Rural,Married
12590,No,Semi Urban,Married
12591,No,Rural,Married
12592,No,Rural,Married
12593,No,Urban,Married
12594,No,Urban,Single
12595,No,Rural,Single
12596,No,Semi Urban,Married
12597,No,Rural,Married
12598,Yes,Rural,Single
12599,No,Rural,Single
12600,No,Rural,Married
12601,No,Urban,Single
12602,No,Rural,Married
12603,No,Urban,Married
12604,No,Urban,Married
12605,No,Rural,Married
12606,No,Rural,Single
12607,No,Semi Urban,Married
12608,No,Urban,Married
12609,No,Semi Urban,Married
12610,Yes,Urban,Married
12611,No,Semi Urban,Married
12612,No,Urban,Single
12613,Yes,Semi Urban,Married
12614,No,Semi Urban,Married
12615,No,Rural,Single
12616,No,Rural,Single
12617,No,Rural,Married
12618,No,Rural,Single
12619,No,Urban,Single
12620,Yes,Rural,Married
12621,No,Rural,Married
12622,Yes,Urban,Married
12623,No,Urban,Single
12624,Yes,Urban,Single
12625,No,Urban,Married
12626,No,Urban,Married
12627,No,Semi Urban,Single
12628,No,Urban,Married
12629,No,Rural,Single
12630,Yes,Rural,Single
12631,No,Urban,Married
12632,No,Semi Urban,Married
12633,No,Rural,Married
12634,No,Urban,Married
12635,No,Urban,Married
12636,No,Rural,Married
12637,No,Rural,Single
12638,No,Rural,Married
12639,No,Urban,Single
12640,Yes,Urban,Single
12641,Yes,Urban,Married
12642,Yes,Rural,Married
12643,No,Semi Urban,Married
12644,No,Rural,Single
12645,No,Rural,Single
12646,No,Rural,Single
12647,No,Semi Urban,Married
12648,Yes,Semi Urban,Married
12649,No,Rural,Married
12650,No,Rural,Single
12651,No,Urban,Married
12652,No,Urban,Married
12653,No,Rural,Single
12654,No,Urban,Single
12655,No,Rural,Married
12656,No,Urban,Single
12657,No,Rural,Married
12658,No,Rural,Married
12659,No,Urban,Married
12660,Yes,Urban,Married
12661,No,Semi Urban,Single
12662,No,Rural,Single
12663,No,Rural,Married
12664,No,Urban,Married
12665,No,Rural,Married
12666,Yes,Rural,Married
12667,No,Urban,Married
12668,No,Rural,Single
12669,No,Semi Urban,Married
12670,No,Rural,Married
12671,Yes,Rural,Married
12672,No,Urban,Single
12673,No,Urban,Married
12674,No,Rural,Single
12675,No,Rural,Married
12676,No,Urban,Married
12677,No,Rural,Single
12678,No,Urban,Single
12679,Yes,Rural,Married
12680,No,Urban,Married
12681,No,Rural,Married
12682,No,Rural,Married
12683,No,Semi Urban,Married
12684,No,Urban,Married
12685,No,Urban,Married
12686,No,Urban,Single
12687,No,Semi Urban,Married
12688,No,Rural,Married
12689,Yes,Rural,Married
12690,Yes,Rural,Married
12691,Yes,Rural,Married
12692,No,Urban,Married
12693,No,Semi Urban,Married
12694,Yes,Urban,Single
12695,Yes,Rural,Married
12696,Yes,Rural,Single
12697,No,Rural,Married
12698,Yes,Urban,Married
12699,No,Urban,Single
12700,No,Semi Urban,Single
12701,No,Semi Urban,Married
12702,No,Rural,Married
12703,Yes,Urban,Married
12704,No,Rural,Single
12705,No,Rural,Married
12706,Yes,Semi Urban,Married
12707,Yes,Semi Urban,Married
12708,No,Urban,Married
12709,No,Rural,Married
12710,No,Urban,Married
12711,Yes,Rural,Married
12712,No,Rural,Single
12713,No,Urban,Married
12714,Yes,Semi Urban,Married
12715,Yes,Semi Urban,Married
12716,Yes,Semi Urban,Single
12717,No,Semi Urban,Married
12718,No,Rural,Single
12719,No,Rural,Single
12720,No,Urban,Married
12721,Yes,Rural,Married
12722,No,Semi Urban,Single
12723,Yes,Rural,Single
12724,No,Urban,Married
12725,No,Urban,Single
12726,Yes,Semi Urban,Married
12727,Yes,Urban,Single
12728,No,Semi Urban,Married
12729,No,Rural,Married
12730,Yes,Semi Urban,Married
12731,Yes,Semi Urban,Single
12732,No,Urban,Married
12733,No,Rural,Married
12734,No,Urban,Married
12735,No,Urban,Married
12736,Yes,Rural,Married
12737,Yes,Rural,Married
12738,No,Rural,Married
12739,Yes,Urban,Married
12740,Yes,Rural,Married
12741,No,Rural,Single
12742,No,Rural,Married
12743,No,Rural,Married
12744,No,Urban,Single
12745,No,Urban,Married
12746,Yes,Urban,Married
12747,Yes,Semi Urban,Married
12748,No,Urban,Married
12749,Yes,Urban,Married
12750,No,Rural,Married
12751,No,Semi Urban,Married
12752,Yes,Rural,Married
12753,Yes,Rural,Married
12754,No,Rural,Married
12755,No,Rural,Single
12756,No,Rural,Single
12757,No,Semi Urban,Married
12758,No,Urban,Married
12759,No,Urban,Married
12760,No,Rural,Married
12761,Yes,Rural,Married
12762,No,Urban,Single
12763,No,Rural,Single
12764,No,Semi Urban,Married
12765,No,Rural,Single
12766,Yes,Urban,Single
12767,No,Urban,Single
12768,No,Urban,Married
12769,No,Urban,Married
12770,Yes,Rural,Married
12771,No,Rural,Married
12772,Yes,Rural,Married
12773,No,Semi Urban,Married
12774,No,Rural,Single
12775,No,Rural,Married
12776,No,Urban,Single
12777,Yes,Rural,Married
12778,No,Rural,Married
12779,Yes,Rural,Married
12780,No,Urban,Married
12781,No,Semi Urban,Married
12782,No,Rural,Married
12783,No,Rural,Married
12784,No,Rural,Married
12785,No,Rural,Single
12786,No,Semi Urban,Married
12787,Yes,Urban,Single
12788,No,Urban,Married
12789,No,Urban,Married
12790,No,Semi Urban,Married
12791,Yes,Semi Urban,Single
12792,No,Urban,Married
12793,No,Rural,Married
12794,No,Semi Urban,Married
12795,No,Semi Urban,Married
12796,Yes,Rural,Single
12797,No,Rural,Married
12798,No,Rural,Single
12799,Yes,Rural,Married
12800,Yes,Rural,Married
12801,No,Urban,Married
12802,No,Semi Urban,Married
12803,No,Rural,Single
12804,No,Semi Urban,Single
12805,Yes,Rural,Married
12806,Yes,Rural,Married
12807,No,Semi Urban,Married
12808,Yes,Urban,Single
12809,No,Rural,Married
12810,Yes,Urban,Married
12811,Yes,Rural,Married
12812,No,Urban,Married
12813,Yes,Urban,Single
12814,No,Rural,Single
12815,No,Rural,Married
12816,No,Rural,Married
12817,No,Urban,Married
12818,Yes,Urban,Married
12819,No,Urban,Married
12820,No,Semi Urban,Married
12821,No,Urban,Married
12822,No,Urban,Married
12823,No,Semi Urban,Married
12824,No,Semi Urban,Married
12825,No,Urban,Married
12826,No,Semi Urban,Single
12827,No,Rural,Single
12828,No,Rural,Married
12829,No,Semi Urban,Single
12830,No,Urban,Single
12831,Yes,Rural,Married
12832,No,Urban,Married
12833,No,Urban,Married
12834,Yes,Semi Urban,Married
12835,No,Rural,Single
12836,No,Rural,Single
12837,No,Urban,Married
12838,No,Urban,Married
12839,No,Rural,Married
12840,Yes,Rural,Single
12841,No,Urban,Married
12842,No,Rural,Married
12843,No,Semi Urban,Married
12844,No,Urban,Married
12845,No,Urban,Single
12846,No,Urban,Married
12847,No,Semi Urban,Single
12848,Yes,Semi Urban,Married
12849,No,Semi Urban,Married
12850,Yes,Urban,Married
12851,No,Rural,Married
12852,No,Rural,Married
12853,No,Rural,Married
12854,No,Urban,Married
12855,No,Rural,Married
12856,Yes,Semi Urban,Married
12857,Yes,Rural,Married
12858,No,Urban,Married
12859,No,Semi Urban,Married
12860,No,Semi Urban,Married
12861,Yes,Urban,Married
12862,Yes,Semi Urban,Married
12863,Yes,Urban,Married
12864,No,Urban,Single
12865,No,Urban,Married
12866,Yes,Semi Urban,Married
12867,No,Rural,Married
12868,No,Urban,Single
12869,No,Semi Urban,Married
12870,Yes,Semi Urban,Married
12871,Yes,Rural,Married
12872,No,Urban,Married
12873,Yes,Urban,Single
12874,No,Rural,Single
12875,No,Rural,Married
12876,No,Urban,Married
12877,No,Rural,Married
12878,No,Urban,Married
12879,No,Semi Urban,Married
12880,No,Semi Urban,Married
12881,No,Semi Urban,Married
12882,No,Rural,Married
12883,No,Urban,Married
12884,Yes,Semi Urban,Married
12885,No,Urban,Single
12886,No,Semi Urban,Single
12887,No,Rural,Married
12888,No,Semi Urban,Single
12889,No,Urban,Married
12890,Yes,Urban,Single
12891,No,Rural,Single
12892,No,Rural,Single
12893,No,Rural,Single
12894,No,Semi Urban,Married
12895,Yes,Rural,Married
12896,No,Urban,Married
12897,No,Semi Urban,Married
12898,No,Urban,Single
12899,No,Rural,Married
12900,Yes,Rural,Single
12901,No,Rural,Married
12902,No,Urban,Married
12903,No,Urban,Married
12904,Yes,Urban,Single
12905,No,Rural,Single
12906,Yes,Semi Urban,Married
12907,No,Urban,Married
12908,No,Rural,Married
12909,Yes,Rural,Single
12910,No,Urban,Single
12911,No,Semi Urban,Married
12912,No,Semi Urban,Married
12913,No,Urban,Married
12914,No,Rural,Married
12915,No,Rural,Married
12916,No,Urban,Single
12917,No,Rural,Married
12918,No,Rural,Married
12919,No,Rural,Single
12920,No,Urban,Married
12921,Yes,Rural,Married
12922,No,Urban,Married
12923,No,Urban,Married
12924,No,Urban,Single
12925,No,Rural,Married
12926,No,Urban,Married
12927,No,Urban,Married
12928,No,Urban,Married
12929,No,Urban,Single
12930,No,Rural,Married
12931,Yes,Rural,Married
12932,Yes,Urban,Married
12933,Yes,Urban,Married
12934,No,Rural,Married
12935,No,Rural,Single
12936,No,Semi Urban,Married
12937,No,Urban,Married
12938,No,Semi Urban,Married
12939,No,Urban,Single
12940,Yes,Rural,Single
12941,No,Urban,Married
12942,No,Urban,Married
12943,Yes,Urban,Single
12944,No,Urban,Married
12945,Yes,Rural,Single
12946,No,Urban,Married
12947,No,Urban,Married
12948,No,Rural,Married
12949,No,Rural,Married
12950,No,Urban,Married
12951,No,Urban,Married
12952,Yes,Rural,Single
12953,Yes,Semi Urban,Married
12954,No,Rural,Married
12955,Yes,Rural,Single
12956,No,Rural,Married
12957,No,Semi Urban,Married
12958,No,Urban,Single
12959,No,Urban,Single
12960,Yes,Urban,Married
12961,No,Urban,Married
12962,No,Semi Urban,Married
12963,No,Rural,Single
12964,No,Rural,Married
12965,No,Urban,Single
12966,No,Urban,Married
12967,Yes,Urban,Single
12968,No,Urban,Married
12969,Yes,Rural,Married
12970,No,Rural,Single
12971,Yes,Urban,Married
12972,No,Urban,Married
12973,Yes,Urban,Married
12974,No,Urban,Married
12975,Yes,Urban,Married
12976,No,Semi Urban,Married
12977,Yes,Rural,Single
12978,No,Semi Urban,Married
12979,No,Urban,Married
12980,No,Urban,Married
12981,Yes,Rural,Single
12982,Yes,Rural,Single
12983,No,Rural,Married
12984,No,Semi Urban,Single
12985,Yes,Rural,Married
12986,No,Urban,Single
12987,Yes,Rural,Married
12988,No,Urban,Married
12989,No,Urban,Single
12990,No,Urban,Married
12991,No,Semi Urban,Single
12992,No,Rural,Married
12993,No,Rural,Single
12994,No,Urban,Married
12995,Yes,Urban,Married
12996,No,Semi Urban,Married
12997,No,Urban,Married
12998,No,Rural,Single
12999,No,Urban,Married
13000,No,Rural,Single
13001,Yes,Semi Urban,Married
13002,No,Rural,Married
13003,No,Rural,Married
13004,Yes,Urban,Married
13005,No,Rural,Married
13006,No,Rural,Married
13007,No,Rural,Married
13008,No,Semi Urban,Married
13009,No,Rural,Married
13010,No,Urban,Married
13011,No,Rural,Married
13012,No,Urban,Married
13013,No,Rural,Single
13014,No,Rural,Single
13015,No,Urban,Single
13016,No,Urban,Married
13017,No,Rural,Married
13018,Yes,Rural,Married
13019,No,Rural,Married
13020,No,Urban,Married
13021,No,Urban,Married
13022,No,Rural,Married
13023,No,Rural,Married
13024,No,Rural,Single
13025,No,Rural,Married
13026,No,Urban,Married
13027,No,Rural,Married
13028,No,Urban,Married
13029,No,Semi Urban,Single
13030,No,Rural,Married
13031,No,Urban,Married
13032,Yes,Urban,Married
13033,No,Semi Urban,Single
13034,No,Rural,Single
13035,No,Urban,Single
13036,Yes,Urban,Single
13037,Yes,Semi Urban,Married
13038,Yes,Rural,Married
13039,No,Urban,Married
13040,No,Semi Urban,Married
13041,Yes,Rural,Married
13042,No,Rural,Single
13043,No,Rural,Married
13044,No,Rural,Single
13045,No,Rural,Married
13046,Yes,Semi Urban,Married
13047,No,Rural,Single
13048,No,Urban,Married
13049,No,Semi Urban,Married
13050,No,Urban,Single
13051,No,Urban,Married
13052,Yes,Rural,Single
13053,Yes,Urban,Married
13054,No,Urban,Single
13055,No,Urban,Married
13056,No,Rural,Married
13057,No,Rural,Single
13058,No,Urban,Married
13059,No,Urban,Single
13060,Yes,Rural,Married
13061,No,Rural,Single
13062,No,Urban,Married
13063,No,Rural,Married
13064,No,Urban,Married
13065,Yes,Rural,Single
13066,No,Rural,Married
13067,No,Semi Urban,Single
13068,Yes,Urban,Married
13069,Yes,Semi Urban,Single
13070,Yes,Rural,Single
13071,No,Urban,Married
13072,No,Rural,Married
13073,No,Rural,Married
13074,No,Rural,Married
13075,Yes,Semi Urban,Married
13076,No,Rural,Single
13077,Yes,Urban,Married
13078,No,Rural,Married
13079,Yes,Urban,Married
13080,No,Urban,Single
13081,No,Urban,Married
13082,No,Semi Urban,Married
13083,No,Rural,Married
13084,No,Urban,Married
13085,No,Urban,Married
13086,No,Semi Urban,Married
13087,No,Urban,Married
13088,No,Rural,Married
13089,No,Urban,Single
13090,No,Semi Urban,Single
13091,No,Urban,Single
13092,No,Rural,Married
13093,No,Semi Urban,Married
13094,No,Urban,Single
13095,No,Rural,Single
13096,No,Urban,Single
13097,Yes,Semi Urban,Married
13098,Yes,Semi Urban,Married
13099,No,Rural,Married
13100,No,Rural,Married
13101,No,Urban,Married
13102,No,Rural,Married
13103,No,Urban,Married
13104,No,Urban,Single
13105,No,Urban,Single
13106,No,Urban,Married
13107,No,Semi Urban,Married
13108,No,Semi Urban,Married
13109,Yes,Urban,Married
13110,No,Rural,Single
13111,No,Rural,Single
13112,No,Urban,Married
13113,No,Urban,Single
13114,Yes,Urban,Single
13115,No,Urban,Married
13116,No,Rural,Single
13117,Yes,Semi Urban,Married
13118,No,Rural,Married
13119,No,Rural,Married
13120,Yes,Urban,Married
13121,No,Semi Urban,Single
13122,Yes,Rural,Married
13123,No,Semi Urban,Married
13124,No,Urban,Married
13125,No,Urban,Single
13126,No,Urban,Married
13127,No,Urban,Married
13128,No,Semi Urban,Married
13129,No,Rural,Single
13130,No,Semi Urban,Single
13131,No,Rural,Married
13132,No,Semi Urban,Married
13133,No,Semi Urban,Married
13134,No,Rural,Single
13135,No,Rural,Single
13136,No,Rural,Married
13137,No,Semi Urban,Married
13138,No,Urban,Married
13139,No,Urban,Single
13140,No,Rural,Single
13141,No,Urban,Married
13142,No,Urban,Married
13143,No,Urban,Married
13144,Yes,Rural,Married
13145,Yes,Urban,Married
13146,No,Rural,Married
13147,No,Semi Urban,Married
13148,No,Rural,Single
13149,No,Rural,Single
13150,No,Rural,Married
13151,No,Urban,Married
13152,No,Urban,Married
13153,Yes,Urban,Married
13154,Yes,Rural,Married
13155,Yes,Urban,Married
13156,No,Rural,Married
13157,No,Rural,Single
13158,No,Rural,Single
13159,Yes,Urban,Single
13160,No,Rural,Single
13161,No,Rural,Married
13162,No,Rural,Single
13163,No,Urban,Married
13164,No,Urban,Married
13165,No,Rural,Married
13166,No,Urban,Married
13167,No,Urban,Single
13168,No,Rural,Married
13169,No,Urban,Married
13170,No,Semi Urban,Married
13171,No,Rural,Married
13172,Yes,Rural,Married
13173,No,Rural,Single
13174,No,Rural,Married
13175,Yes,Rural,Single
13176,Yes,Urban,Married
13177,No,Rural,Married
13178,No,Rural,Single
13179,No,Rural,Married
13180,No,Urban,Married
13181,No,Semi Urban,Married
13182,Yes,Rural,Single
13183,No,Urban,Married
13184,Yes,Urban,Married
13185,No,Urban,Single
13186,No,Semi Urban,Married
13187,No,Rural,Married
13188,Yes,Urban,Married
13189,Yes,Rural,Married
13190,Yes,Semi Urban,Married
13191,No,Urban,Married
13192,No,Rural,Married
13193,No,Semi Urban,Married
13194,No,Semi Urban,Married
13195,No,Rural,Married
13196,Yes,Rural,Single
13197,No,Rural,Single
13198,Yes,Rural,Married
13199,No,Rural,Married
