ApplicationNumber,OpenCredit,MonthlyCreditPayment,CreditHistory,MinBalance,ChequeBounce,DebitToDemat
11255,235500.0,4806.0,7.0,1.0,No,No
11256,98100.0,3773.0,66.0,1.0,No,No
11257,100000.0,25000.0,21.0,0.0,No,No
11258,0.0,0.0,32.0,1.0,Yes,No
11259,0.0,0.0,80.0,1.0,No,No
11260,36000.000000000015,4000.0,10.0,0.0,No,Yes
11261,74800.0,1360.0,65.0,1.0,No,Yes
11262,304500.0,6920.0,31.0,0.0,No,Yes
11263,128800.0,3220.0,91.0,1.0,No,No
11264,90000.0,2903.0,23.0,0.0,No,No
11265,240500.0,5593.0,86.0,1.0,No,No
11266,288000.0,6545.0,25.0,3.0,No,Yes
11267,0.0,0.0,23.0,1.0,No,Yes
11268,502200.00000000006,45655.0,82.0,3.0,No,Yes
11269,109900.0,5233.0,5.0,2.0,Yes,No
11270,635600.0000000001,15133.0,42.0,0.0,No,No
11271,98000.0,1815.0,43.0,2.0,No,No
11272,331800.0000000001,6260.0,95.0,2.0,No,Yes
11273,37800.0,1022.0,25.0,0.0,No,No
11274,393500.0,39350.0,15.0,4.0,No,No
11275,53200.0,3325.0,9.0,0.0,No,Yes
11276,135000.00000000006,6429.0,59.0,0.0,No,No
11277,123300.0,4742.0,86.0,0.0,No,No
11278,79200.0,2263.0,75.0,0.0,No,No
11279,182400.0,4343.0,46.0,1.0,No,Yes
11280,36000.0,1029.0,67.0,0.0,No,Yes
11281,0.0,0.0,49.0,0.0,No,Yes
11282,464500.0,18580.0,27.0,2.0,No,No
11283,9600.0,209.0,94.0,2.0,Yes,Yes
11284,122000.0,3812.0,82.0,0.0,No,No
11285,0.0,0.0,18.0,0.0,No,No
11286,95500.0,2581.0,69.0,3.0,Yes,No
11287,136800.0,5700.0,44.0,0.0,Yes,Yes
11288,72400.0,2497.0,77.0,1.0,No,No
11289,250000.0,6757.0,81.0,2.0,No,Yes
11290,72800.0,2275.0,64.0,0.0,No,Yes
11291,111300.0,2140.0,9.0,1.0,No,No
11292,189000.0,17182.0,34.0,0.0,Yes,No
11293,176400.0,4642.0,63.0,2.0,No,No
11294,78600.00000000001,2456.0,28.0,1.0,No,No
11295,139600.0,3035.0,89.0,0.0,No,No
11296,243600.00000000003,14329.0,53.0,0.0,Yes,Yes
11297,791100.0,21975.0,19.0,0.0,Yes,No
11298,91600.0,1762.0,5.0,1.0,No,No
11299,109000.0,3633.0,30.0,0.0,No,No
11300,162900.0,3973.0,40.0,0.0,No,Yes
11301,275000.0,6250.0,78.0,0.0,No,No
11302,131000.0,4094.0,20.0,0.0,No,No
11303,302000.0,7366.0,81.0,3.0,No,Yes
11304,149200.0,3243.0,90.0,4.0,Yes,No
11305,69200.0,9886.0,5.0,2.0,No,Yes
11306,112700.0,2210.0,34.0,1.0,No,No
11307,0.0,0.0,63.0,0.0,No,No
11308,279000.0000000001,6341.0,24.0,0.0,No,No
11309,74200.0,1400.0,33.0,1.0,Yes,No
11310,87600.0,8760.0,55.0,2.0,No,No
11311,0.0,0.0,86.0,0.0,No,No
11312,176400.00000000003,4768.0,84.0,1.0,No,Yes
11313,198100.00000000003,16508.0,14.0,1.0,No,Yes
11314,248500.00000000003,11295.0,19.0,3.0,No,Yes
11315,109200.0,2663.0,68.0,0.0,Yes,No
11316,11700.0,244.0,35.0,4.0,No,No
11317,27000.000000000004,750.0,23.0,0.0,No,No
11318,117500.0,2176.0,23.0,3.0,Yes,No
11319,160500.0,10031.0,90.0,0.0,No,No
11320,167000.0,5567.0,0.0,1.0,No,No
11321,46900.0,977.0,17.0,2.0,No,No
11322,170500.0,5167.0,83.0,3.0,No,No
11323,80000.0,3636.0,40.0,2.0,No,No
11324,93000.0,6200.0,4.0,1.0,No,No
11325,235200.00000000003,7127.0,1.0,3.0,No,No
11326,463000.0,13618.0,34.0,1.0,No,Yes
11327,48800.0,1574.0,19.0,1.0,No,Yes
11328,53900.00000000001,1100.0,62.0,1.0,No,No
11329,131500.0,3461.0,73.0,1.0,No,No
11330,246000.0,5721.0,43.0,2.0,No,Yes
11331,99600.0,7662.0,6.0,0.0,No,Yes
11332,50400.0,1029.0,88.0,1.0,No,No
11333,81900.00000000001,4095.0,88.0,2.0,No,No
11334,348600.0000000001,8715.0,38.0,2.0,No,Yes
11335,54900.0,1615.0,68.0,0.0,No,No
11336,153200.0,2641.0,75.0,0.0,No,No
11337,175500.0,43875.0,95.0,1.0,No,No
11338,191200.0,10063.0,2.0,0.0,No,No
11339,160300.00000000006,2764.0,37.0,1.0,No,Yes
11340,124800.0,7800.0,69.0,0.0,No,No
11341,281400.0,31267.0,57.0,0.0,No,Yes
11342,35200.0,690.0,63.0,2.0,No,No
11343,733200.0000000001,16293.0,63.0,1.0,No,No
11344,510400.00000000006,9630.0,22.0,1.0,No,No
11345,13500.0,276.0,56.0,1.0,No,Yes
11346,94800.0,3511.0,44.0,1.0,No,No
11347,72800.0,2141.0,4.0,0.0,No,No
11348,216000.0,36000.0,79.0,1.0,Yes,No
11349,140800.0,4400.0,48.0,1.0,No,No
11350,34500.0,1113.0,71.0,0.0,No,No
11351,151200.00000000006,13745.0,16.0,1.0,No,No
11352,58000.0,1018.0,91.0,2.0,No,Yes
11353,68500.0,2740.0,26.0,0.0,No,No
11354,492000.00000000006,18222.0,4.0,1.0,No,Yes
11355,105000.0,5526.0,84.0,2.0,No,No
11356,86000.0,6143.0,38.0,1.0,Yes,Yes
11357,79000.0,2135.0,22.0,0.0,No,No
11358,719200.0,65382.0,14.0,3.0,No,No
11359,0.0,0.0,65.0,0.0,Yes,No
11360,126000.0,10500.0,18.0,1.0,No,No
11361,96000.0,1959.0,88.0,2.0,Yes,Yes
11362,85800.00000000001,9533.0,55.0,3.0,No,No
11363,337700.0,6892.0,76.0,1.0,No,No
11364,35000.0,1000.0,6.0,1.0,No,No
11365,55200.00000000001,6133.0,4.0,1.0,Yes,No
11366,12200.0,1525.0,29.0,2.0,No,No
11367,31800.0,578.0,89.0,2.0,No,Yes
11368,43400.0,8680.0,84.0,3.0,No,No
11369,137200.0,4426.0,73.0,2.0,No,No
11370,6000.0,120.0,80.0,0.0,No,Yes
11371,822900.0,22858.0,38.0,2.0,No,No
11372,0.0,0.0,37.0,2.0,No,No
11373,142500.0,8906.0,24.0,0.0,Yes,No
11374,226800.00000000003,7821.0,9.0,1.0,Yes,No
11375,322400.0,64480.0,25.0,2.0,No,No
11376,67200.00000000001,4200.0,34.0,2.0,Yes,No
11377,611600.0,10366.0,50.0,0.0,No,Yes
11378,102600.0,4886.0,90.0,0.0,Yes,Yes
11379,126300.0,3827.0,54.0,4.0,No,Yes
11380,46600.0,847.0,29.0,2.0,Yes,No
11381,114900.0,6383.0,13.0,2.0,Yes,No
11382,70400.0,17600.0,55.0,0.0,Yes,No
11383,221400.00000000003,6709.0,15.0,1.0,No,No
11384,168800.0,4823.0,37.0,0.0,No,No
11385,136000.0,2667.0,2.0,0.0,Yes,No
11386,71200.0,3956.0,46.0,1.0,No,No
11387,184100.00000000003,14162.0,41.0,0.0,No,Yes
11388,115500.0,2139.0,52.0,3.0,Yes,No
11389,123600.0,3341.0,47.0,0.0,No,Yes
11390,348600.0000000001,8107.0,43.0,0.0,No,Yes
11391,51200.0,1191.0,41.0,1.0,No,No
11392,183200.0,3331.0,28.0,0.0,Yes,No
11393,354000.0,18632.0,30.0,1.0,No,No
11394,59700.00000000001,2985.0,79.0,0.0,No,No
11395,125300.0,2198.0,58.0,3.0,No,No
11396,75200.0,3133.0,67.0,2.0,No,No
11397,262500.0,5147.0,88.0,2.0,No,No
11398,168500.0,8868.0,50.0,2.0,No,No
11399,73600.0,1472.0,16.0,0.0,No,No
11400,10200.0,227.0,58.0,0.0,No,No
11401,27000.0,1286.0,16.0,2.0,No,No
11402,199600.0,4990.0,45.0,0.0,No,No
11403,445000.0,15893.0,37.0,1.0,Yes,No
11404,89400.0,1987.0,45.0,2.0,No,No
11405,241200.0,18554.0,35.0,0.0,No,Yes
11406,102600.0,2094.0,9.0,1.0,No,No
11407,166400.0,3396.0,23.0,0.0,No,Yes
11408,327200.0,11283.0,59.0,3.0,Yes,Yes
11409,85200.0,4484.0,90.0,2.0,No,No
11410,47600.0,1190.0,10.0,2.0,No,No
11411,315000.0,16579.0,51.0,0.0,No,No
11412,603000.0,28714.0,68.0,3.0,No,Yes
11413,76000.0,6909.0,46.0,3.0,No,No
11414,642000.0,16462.0,33.0,1.0,No,Yes
11415,172400.0,7183.0,60.0,0.0,No,Yes
11416,144000.0,3429.0,29.0,1.0,No,No
11417,150700.0,2740.0,57.0,1.0,No,No
11418,177800.00000000003,3233.0,74.0,0.0,No,No
11419,112800.0,5640.0,42.0,0.0,No,No
11420,26500.0,4417.0,87.0,0.0,No,No
11421,0.0,0.0,58.0,2.0,Yes,Yes
11422,338100.0000000001,6038.0,40.0,0.0,Yes,No
11423,137400.00000000006,11450.0,26.0,3.0,No,No
11424,89000.0,7417.0,61.0,1.0,No,No
11425,147000.0,5654.0,73.0,3.0,No,No
11426,1030900.0,25772.0,23.0,1.0,No,No
11427,117600.0,2673.0,11.0,1.0,No,No
11428,64800.00000000001,4050.0,77.0,0.0,Yes,No
11429,105600.0,2779.0,14.0,1.0,No,No
11430,336700.0000000001,6734.0,4.0,0.0,No,Yes
11431,0.0,0.0,76.0,0.0,No,No
11432,144500.0,3211.0,33.0,0.0,No,No
11433,106800.0,15257.0,10.0,0.0,No,No
11434,0.0,0.0,7.0,3.0,No,No
11435,168000.0,3231.0,53.0,1.0,No,No
11436,182000.0,3193.0,18.0,0.0,No,No
11437,209500.0,9523.0,13.0,0.0,No,No
11438,196000.0,11529.0,81.0,3.0,No,No
11439,0.0,0.0,86.0,3.0,No,No
11440,282100.0,31344.0,73.0,2.0,No,No
11441,47200.0,1180.0,58.0,1.0,No,No
11442,246000.0,4316.0,79.0,2.0,Yes,Yes
11443,141600.0,7080.0,30.0,3.0,No,No
11444,28500.0,983.0,6.0,0.0,No,No
11445,456000.0,11692.0,19.0,2.0,No,No
11446,425500.0,12515.0,65.0,0.0,No,No
11447,396000.00000000006,8609.0,83.0,3.0,No,No
11448,125400.0,2613.0,46.0,1.0,No,No
11449,479000.0,16517.0,24.0,0.0,No,No
11450,63500.0,1198.0,29.0,2.0,Yes,Yes
11451,595000.0,59500.0,82.0,3.0,Yes,No
11452,130500.0,3434.0,7.0,1.0,No,No
11453,35600.0,774.0,47.0,0.0,No,No
11454,161400.00000000006,9494.0,1.0,1.0,No,Yes
11455,242100.00000000003,17293.0,47.0,1.0,No,No
11456,6400.0,131.0,14.0,0.0,No,Yes
11457,95000.0,1792.0,16.0,2.0,No,No
11458,99600.0,3320.0,31.0,1.0,No,Yes
11459,149100.00000000006,12425.0,52.0,3.0,Yes,No
11460,180800.0,3930.0,56.0,0.0,No,Yes
11461,300000.0000000001,8108.0,12.0,1.0,No,No
11462,94200.0,4486.0,80.0,1.0,No,Yes
11463,131500.0,2684.0,69.0,0.0,No,Yes
11464,40600.000000000015,796.0,0.0,1.0,No,No
11465,145200.0,4271.0,11.0,2.0,No,No
11466,25600.0,492.0,25.0,0.0,No,No
11467,61500.0,1337.0,27.0,1.0,No,Yes
11468,155200.0,3609.0,1.0,4.0,No,No
11469,392600.0,21811.0,43.0,1.0,No,No
11470,44400.0,2114.0,14.0,4.0,No,Yes
11471,336000.0,6109.0,4.0,3.0,Yes,No
11472,46200.00000000001,1074.0,41.0,1.0,Yes,Yes
11473,648700.0,20272.0,35.0,0.0,No,Yes
11474,94000.0,2350.0,26.0,0.0,No,No
11475,490000.00000000006,44545.0,71.0,0.0,No,No
11476,89200.0,9911.0,3.0,1.0,Yes,No
11477,208200.00000000003,6124.0,62.0,0.0,No,No
11478,347600.0,8084.0,33.0,3.0,No,No
11479,194800.0,6088.0,26.0,1.0,No,Yes
11480,616500.0,26804.0,67.0,2.0,No,Yes
11481,595000.0,13523.0,21.0,2.0,No,No
11482,228800.00000000003,6729.0,80.0,0.0,No,No
11483,1036500.0,25280.0,92.0,0.0,No,No
11484,91200.0,2682.0,10.0,1.0,No,No
11485,80800.0,1616.0,10.0,1.0,Yes,No
11486,375300.0,8530.0,67.0,2.0,Yes,Yes
11487,53000.0,4417.0,74.0,3.0,No,No
11488,247500.0,13750.0,24.0,0.0,No,No
11489,134800.0,6740.0,7.0,2.0,Yes,No
11490,32200.0,976.0,18.0,0.0,No,Yes
11491,219600.00000000003,4223.0,50.0,0.0,Yes,Yes
11492,74400.0,1860.0,22.0,0.0,No,No
11493,70400.0,1853.0,31.0,1.0,No,No
11494,151200.0,4200.0,38.0,0.0,No,No
11495,49800.0,9960.0,64.0,2.0,No,No
11496,232500.0,33214.0,26.0,2.0,No,No
11497,330400.0000000001,7509.0,87.0,2.0,No,No
11498,116200.0,2152.0,9.0,2.0,Yes,No
11499,77000.0,1974.0,48.0,1.0,No,No
11500,77000.00000000001,8556.0,92.0,0.0,No,No
11501,208800.00000000003,6525.0,33.0,3.0,No,Yes
11502,237000.0,9115.0,55.0,0.0,No,Yes
11503,230000.0,8846.0,59.0,0.0,Yes,No
11504,158400.0,7543.0,64.0,2.0,No,No
11505,49200.00000000001,1822.0,11.0,2.0,No,No
11506,141400.0,6427.0,60.0,0.0,No,Yes
11507,241200.00000000003,40200.0,84.0,2.0,Yes,Yes
11508,427700.0,8070.0,10.0,1.0,No,No
11509,163800.00000000006,4680.0,49.0,1.0,No,Yes
11510,87600.00000000001,1864.0,52.0,1.0,No,Yes
11511,11500.0,371.0,28.0,1.0,No,No
11512,65600.0,10933.0,76.0,0.0,No,Yes
11513,169200.0,4700.0,55.0,0.0,No,No
11514,27600.000000000004,1104.0,36.0,1.0,No,No
11515,11300.0,706.0,48.0,1.0,No,Yes
11516,246600.0,4932.0,76.0,0.0,No,No
11517,540100.0,135025.0,51.0,3.0,No,No
11518,442500.0,11645.0,79.0,0.0,No,No
11519,606600.0,86657.0,8.0,3.0,No,No
11520,96400.0,3012.0,22.0,0.0,No,No
11521,426000.0,35500.0,18.0,1.0,No,No
11522,598500.0,17100.0,46.0,1.0,No,No
11523,546000.0,11375.0,88.0,3.0,No,No
11524,390400.0,65067.0,22.0,2.0,No,No
11525,328500.0,5763.0,86.0,0.0,No,No
11526,54300.00000000001,1263.0,65.0,2.0,No,No
11527,192000.0,5818.0,14.0,1.0,No,Yes
11528,72000.0,1385.0,66.0,3.0,No,Yes
11529,85000.0,7727.0,89.0,0.0,No,Yes
11530,185000.0,9737.0,15.0,1.0,No,Yes
11531,278400.0000000001,25309.0,52.0,3.0,No,No
11532,32800.0,965.0,3.0,1.0,No,No
11533,149500.0,29900.0,53.0,0.0,No,No
11534,867900.0000000001,173580.0,47.0,0.0,No,Yes
11535,136800.0,8550.0,30.0,1.0,No,No
11536,179900.00000000003,11244.0,79.0,1.0,No,No
11537,56500.0,6278.0,23.0,0.0,No,No
11538,121800.0,2298.0,8.0,0.0,No,No
11539,458000.0,13471.0,52.0,1.0,No,No
11540,52000.0,2080.0,0.0,2.0,No,No
11541,82400.0,2841.0,60.0,0.0,No,No
11542,217100.0,12771.0,77.0,0.0,No,No
11543,271800.0000000001,10067.0,36.0,0.0,No,No
11544,72000.0,10286.0,91.0,0.0,No,No
11545,20600.0,589.0,62.0,3.0,No,No
11546,120600.0,13400.0,5.0,0.0,No,No
11547,147500.0,3688.0,34.0,1.0,No,No
11548,146500.0,6104.0,29.0,0.0,No,No
11549,152800.0,2729.0,90.0,2.0,No,No
11550,284700.0,4995.0,50.0,0.0,No,No
11551,124200.0,5400.0,24.0,4.0,No,Yes
11552,476000.00000000006,19040.0,36.0,2.0,No,No
11553,336000.0000000001,37333.0,4.0,1.0,No,Yes
11554,28000.0,1333.0,61.0,0.0,No,No
11555,607500.0,19597.0,95.0,3.0,Yes,Yes
11556,40600.000000000015,4511.0,8.0,1.0,No,No
11557,358400.00000000006,8145.0,55.0,3.0,No,Yes
11558,68400.0,1629.0,93.0,0.0,No,No
11559,123200.0,5133.0,36.0,2.0,No,No
11560,95200.0,3808.0,5.0,0.0,Yes,Yes
11561,270300.0000000001,20792.0,55.0,1.0,No,Yes
11562,149000.0,9933.0,49.0,1.0,No,No
11563,310000.0,8857.0,18.0,0.0,No,No
11564,46500.0,1500.0,95.0,2.0,No,Yes
11565,141900.0,3734.0,42.0,1.0,No,No
11566,79100.0,3042.0,0.0,2.0,No,No
11567,17800.0,356.0,58.0,1.0,No,No
11568,166800.0,4633.0,9.0,1.0,Yes,Yes
11569,214200.00000000003,11274.0,68.0,0.0,Yes,No
11570,39900.000000000015,700.0,17.0,0.0,No,No
11571,320600.0000000001,45800.0,8.0,1.0,No,No
11572,356400.0,7128.0,12.0,0.0,No,Yes
11573,93000.0,3100.0,35.0,0.0,No,No
11574,86400.0,10800.0,52.0,0.0,No,No
11575,138500.0,2518.0,52.0,2.0,No,No
11576,105200.0,6575.0,71.0,1.0,No,No
11577,36600.000000000015,893.0,28.0,1.0,No,No
11578,43800.0,1752.0,28.0,1.0,No,No
11579,203700.00000000003,5223.0,37.0,1.0,Yes,No
11580,78400.00000000001,3920.0,17.0,3.0,Yes,No
11581,0.0,0.0,9.0,0.0,No,Yes
11582,103500.0,3234.0,59.0,1.0,No,No
11583,0.0,0.0,34.0,3.0,Yes,Yes
11584,543000.0,22625.0,52.0,1.0,Yes,No
11585,89600.0,4716.0,20.0,2.0,No,No
11586,45100.00000000001,805.0,78.0,0.0,Yes,No
11587,121500.0,3471.0,69.0,0.0,No,No
11588,231600.00000000003,3993.0,45.0,1.0,No,No
11589,310800.0000000001,5359.0,76.0,0.0,No,No
11590,550500.0,10587.0,27.0,0.0,No,No
11591,494100.0,32940.0,35.0,2.0,No,No
11592,61100.0,1131.0,50.0,3.0,No,No
11593,29500.0,1967.0,13.0,0.0,No,No
11594,71600.0,1557.0,31.0,0.0,No,No
11595,0.0,0.0,86.0,0.0,No,No
11596,17400.000000000004,1160.0,42.0,2.0,No,Yes
11597,96800.0,2933.0,85.0,1.0,No,No
11598,0.0,0.0,24.0,0.0,No,No
11599,645400.0000000001,15367.0,65.0,0.0,No,Yes
11600,94800.0,4740.0,44.0,1.0,No,No
11601,225500.0,5369.0,35.0,0.0,No,No
11602,193500.0,4607.0,48.0,0.0,No,No
11603,360100.0,15004.0,31.0,0.0,No,No
11604,316400.0000000001,17578.0,75.0,1.0,No,No
11605,172400.0,5224.0,18.0,1.0,Yes,No
11606,207600.00000000003,18873.0,31.0,4.0,No,No
11607,45200.0,1329.0,11.0,1.0,No,Yes
11608,19600.0,384.0,54.0,0.0,No,No
11609,43000.0,915.0,15.0,1.0,No,No
11610,294800.0,32756.0,8.0,2.0,No,No
11611,92800.0,2158.0,26.0,1.0,No,Yes
11612,139500.0,3402.0,94.0,3.0,No,No
11613,181000.0,3232.0,72.0,0.0,Yes,No
11614,21600.0,3086.0,0.0,1.0,No,No
11615,444400.00000000006,15871.0,2.0,1.0,No,Yes
11616,22800.0,5700.0,45.0,0.0,No,Yes
11617,74000.0,1542.0,26.0,3.0,Yes,No
11618,146400.00000000006,4575.0,18.0,0.0,No,No
11619,64000.0,4923.0,68.0,0.0,No,No
11620,158400.0,3370.0,77.0,4.0,No,Yes
11621,0.0,0.0,36.0,1.0,No,No
11622,1190000.0,22885.0,66.0,1.0,No,No
11623,176500.0,3043.0,18.0,0.0,No,No
11624,132300.00000000006,2321.0,24.0,2.0,No,Yes
11625,171500.00000000006,4288.0,90.0,1.0,No,No
11626,0.0,0.0,61.0,0.0,No,No
11627,194400.0,10800.0,90.0,0.0,No,Yes
11628,36200.0,2785.0,74.0,1.0,No,No
11629,0.0,0.0,54.0,1.0,No,No
11630,13900.0,267.0,67.0,0.0,No,No
11631,164400.00000000006,4835.0,37.0,1.0,No,No
11632,350100.0,6865.0,38.0,2.0,No,No
11633,97500.0,2216.0,23.0,2.0,No,No
11634,134400.0,11200.0,66.0,0.0,Yes,No
11635,334100.0,6818.0,15.0,0.0,No,No
11636,151200.00000000006,5815.0,10.0,1.0,No,No
11637,37000.0,1028.0,61.0,0.0,No,No
11638,210500.0,7259.0,18.0,0.0,Yes,No
11639,0.0,0.0,42.0,0.0,Yes,No
11640,59100.00000000001,2273.0,86.0,4.0,Yes,No
11641,0.0,0.0,5.0,1.0,Yes,No
11642,94000.0,1808.0,16.0,1.0,No,No
11643,106400.0,2728.0,69.0,1.0,No,No
11644,132400.0,2702.0,15.0,0.0,No,No
11645,37200.0,7440.0,1.0,3.0,No,No
11646,131700.00000000006,2311.0,81.0,1.0,No,No
11647,102800.0,2016.0,72.0,0.0,No,Yes
11648,504900.00000000006,10743.0,93.0,0.0,Yes,No
11649,118000.0,2107.0,84.0,0.0,No,Yes
11650,675500.0000000001,29370.0,28.0,1.0,Yes,No
11651,169200.0,9400.0,2.0,1.0,Yes,No
11652,215000.0,6719.0,60.0,0.0,No,No
11653,216000.00000000003,5838.0,10.0,3.0,No,Yes
11654,368400.0,46050.0,34.0,1.0,No,No
11655,208000.0,8667.0,14.0,0.0,No,No
11656,99000.0,5500.0,1.0,0.0,Yes,Yes
11657,236700.00000000003,9468.0,87.0,1.0,No,No
11658,743600.0000000001,18590.0,44.0,1.0,No,No
11659,38100.0,1121.0,13.0,1.0,No,Yes
11660,31500.000000000004,2864.0,39.0,0.0,No,No
11661,0.0,0.0,62.0,0.0,No,No
11662,195300.0,3488.0,16.0,0.0,No,No
11663,572600.0,11686.0,72.0,1.0,No,No
11664,0.0,0.0,2.0,1.0,No,No
11665,210700.00000000003,4900.0,16.0,0.0,No,Yes
11666,35200.0,1067.0,7.0,1.0,No,No
11667,91300.0,3148.0,44.0,1.0,No,Yes
11668,160000.0,3556.0,61.0,3.0,No,No
11669,409000.0,17783.0,56.0,3.0,Yes,No
11670,122000.0,12200.0,81.0,0.0,No,No
11671,194400.00000000003,12150.0,70.0,1.0,No,No
11672,518400.00000000006,27284.0,57.0,0.0,No,No
11673,125500.0,8964.0,34.0,0.0,No,No
11674,45200.0,962.0,7.0,0.0,No,No
11675,59400.0,1697.0,18.0,2.0,No,No
11676,197500.0,7900.0,60.0,0.0,No,No
11677,64800.0,4320.0,2.0,1.0,No,No
11678,56000.0,1077.0,51.0,1.0,No,No
11679,215000.0,35833.0,22.0,0.0,No,No
11680,103800.0,2595.0,25.0,1.0,No,No
11681,40500.0,6750.0,16.0,3.0,No,Yes
11682,280700.0,16512.0,57.0,1.0,No,No
11683,480500.0,22881.0,56.0,1.0,No,No
11684,42700.000000000015,1124.0,60.0,2.0,No,Yes
11685,0.0,0.0,80.0,2.0,No,Yes
11686,69000.00000000001,6900.0,71.0,0.0,No,No
11687,245000.00000000003,16333.0,93.0,3.0,Yes,No
11688,385000.00000000006,17500.0,92.0,3.0,No,Yes
11689,18000.0,327.0,10.0,1.0,No,No
11690,16000.0,333.0,59.0,1.0,No,No
11691,63600.0,1136.0,61.0,1.0,No,No
11692,45200.0,807.0,66.0,3.0,Yes,No
11693,28000.0,875.0,34.0,0.0,Yes,No
11694,64400.00000000001,1695.0,78.0,1.0,No,Yes
11695,40000.0,678.0,5.0,1.0,Yes,No
11696,68100.00000000001,4864.0,85.0,1.0,No,Yes
11697,112000.0,1931.0,28.0,0.0,No,No
11698,890400.0000000001,27825.0,21.0,2.0,No,No
11699,85500.0,2375.0,39.0,1.0,Yes,Yes
11700,114100.0,6339.0,6.0,0.0,No,No
11701,196800.00000000003,3644.0,6.0,0.0,No,No
11702,68000.0,1700.0,18.0,1.0,No,No
11703,392000.0,10889.0,66.0,3.0,No,No
11704,46500.0,1192.0,3.0,0.0,No,No
11705,104800.0,3082.0,54.0,0.0,No,No
11706,53900.00000000001,1147.0,38.0,1.0,No,Yes
11707,501800.0,19300.0,20.0,1.0,Yes,Yes
11708,54500.0,6056.0,10.0,4.0,Yes,No
11709,36500.0,869.0,10.0,2.0,Yes,Yes
11710,35200.0,978.0,78.0,3.0,No,Yes
11711,124000.0,2102.0,40.0,2.0,Yes,Yes
11712,42000.0,1000.0,72.0,0.0,No,No
11713,124200.0,8871.0,52.0,2.0,No,No
11714,158400.0,3684.0,93.0,1.0,No,No
11715,122000.0,8714.0,47.0,2.0,Yes,Yes
11716,543900.0,31994.0,28.0,1.0,No,No
11717,517400.0,9950.0,69.0,0.0,No,No
11718,0.0,0.0,55.0,3.0,No,Yes
11719,184800.0,8800.0,69.0,0.0,Yes,Yes
11720,0.0,0.0,52.0,2.0,No,No
11721,10200.0,200.0,7.0,1.0,Yes,No
11722,192500.00000000003,6210.0,81.0,2.0,No,No
11723,292800.0,7914.0,88.0,3.0,No,No
11724,44000.0,1257.0,73.0,1.0,No,Yes
11725,32800.0,566.0,74.0,3.0,No,No
11726,103600.0,2114.0,36.0,2.0,No,No
11727,224400.00000000003,4580.0,17.0,3.0,Yes,No
11728,19200.0,1011.0,9.0,1.0,Yes,No
11729,28400.0,498.0,28.0,2.0,No,No
11730,51900.00000000001,1403.0,60.0,4.0,No,Yes
11731,96400.0,2921.0,63.0,3.0,No,No
11732,186800.0,6441.0,47.0,1.0,Yes,No
11733,220000.0,5000.0,41.0,0.0,Yes,No
11734,173500.0,3772.0,12.0,0.0,No,No
11735,5400.0,600.0,84.0,1.0,No,No
11736,17600.0,419.0,84.0,3.0,No,Yes
11737,73500.0,1934.0,48.0,3.0,No,No
11738,258300.00000000003,4613.0,19.0,1.0,No,No
11739,97600.0,2503.0,69.0,1.0,No,No
11740,499200.0,8461.0,33.0,1.0,No,Yes
11741,115500.0,3726.0,20.0,0.0,No,Yes
11742,310800.0,9418.0,26.0,0.0,No,No
11743,108500.0,2214.0,23.0,0.0,No,Yes
11744,126100.0,3152.0,41.0,0.0,No,No
11745,152000.0,2667.0,14.0,1.0,Yes,No
11746,116000.0,2698.0,42.0,0.0,No,No
11747,187200.0,6240.0,11.0,3.0,Yes,Yes
11748,49200.0,1406.0,14.0,0.0,Yes,No
11749,113600.0,5410.0,33.0,3.0,No,No
11750,200000.0,15385.0,16.0,1.0,No,No
11751,63800.0,1139.0,49.0,3.0,No,No
11752,115500.0,2686.0,67.0,1.0,No,No
11753,0.0,0.0,33.0,0.0,No,No
11754,186800.0,3663.0,32.0,1.0,No,No
11755,436500.0,8236.0,73.0,2.0,No,No
11756,212000.0,10095.0,67.0,0.0,No,No
11757,0.0,0.0,52.0,0.0,Yes,No
11758,525600.0000000001,13832.0,17.0,4.0,No,No
11759,406000.0,19333.0,55.0,0.0,No,Yes
11760,64400.00000000001,1498.0,10.0,3.0,Yes,No
11761,990000.0,21064.0,80.0,0.0,No,No
11762,318600.0,7586.0,55.0,1.0,No,No
11763,70800.0,5057.0,49.0,3.0,No,Yes
11764,83200.0,5200.0,80.0,2.0,No,No
11765,118800.0,4950.0,26.0,0.0,No,No
11766,366600.0,8729.0,6.0,1.0,Yes,No
11767,193500.0,16125.0,29.0,1.0,Yes,Yes
11768,166000.0,3132.0,85.0,0.0,Yes,No
11769,444000.0,34154.0,79.0,3.0,No,No
11770,384000.0,6621.0,84.0,1.0,No,No
11771,60900.00000000001,1088.0,86.0,0.0,No,No
11772,199200.0,8661.0,68.0,4.0,No,No
11773,28400.0,5680.0,33.0,3.0,Yes,No
11774,197400.00000000003,49350.0,21.0,1.0,No,No
11775,107200.0,3458.0,64.0,0.0,No,No
11776,199600.0,5395.0,21.0,0.0,No,Yes
11777,549000.0000000001,17156.0,53.0,2.0,No,Yes
11778,248400.00000000003,13074.0,91.0,0.0,Yes,Yes
11779,172400.0,15673.0,47.0,4.0,Yes,No
11780,431200.00000000006,28747.0,7.0,0.0,No,Yes
11781,101600.0,9236.0,37.0,1.0,No,Yes
11782,107600.0,3710.0,56.0,0.0,No,No
11783,372000.0,9789.0,17.0,1.0,No,Yes
