ApplicationNumber,OpenCredit,MonthlyCreditPayment,CreditHistory,MinBalance,ChequeBounce,DebitToDemat
12606,17600.0,1354.0,5.0,1.0,No,No
12610,72800.0,1400.0,12.0,0.0,No,No
12612,18600.0,489.0,28.0,2.0,Yes,Yes
12618,36400.0,617.0,88.0,1.0,No,No
12619,151200.00000000006,4200.0,21.0,1.0,Yes,Yes
12620,98000.0,2800.0,86.0,1.0,No,No
12622,0.0,0.0,90.0,0.0,No,Yes
12624,25000.0,424.0,79.0,1.0,Yes,Yes
12627,0.0,0.0,26.0,0.0,No,No
12628,580300.0,13495.0,29.0,0.0,No,No
12629,48500.0,1386.0,93.0,1.0,No,No
12631,41200.0,1005.0,23.0,0.0,No,No
12632,28000.0,528.0,22.0,2.0,Yes,No
12634,0.0,0.0,16.0,0.0,No,Yes
12635,458000.0,15267.0,47.0,1.0,No,Yes
12636,84000.00000000001,3231.0,75.0,3.0,No,Yes
12639,555000.0000000001,11809.0,82.0,3.0,No,No
12640,231000.0,4620.0,14.0,0.0,No,Yes
12641,34400.0,800.0,86.0,0.0,No,Yes
12645,50400.00000000001,969.0,89.0,1.0,No,No
12647,119700.0,2138.0,9.0,1.0,No,No
12649,78000.0,3000.0,16.0,2.0,Yes,No
12650,63000.00000000001,3500.0,15.0,0.0,No,No
12651,22200.000000000004,463.0,8.0,0.0,Yes,No
12656,45700.0,1904.0,74.0,1.0,Yes,Yes
12657,250600.00000000003,4396.0,34.0,0.0,No,No
12663,0.0,0.0,59.0,0.0,No,No
12665,840000.0000000001,14237.0,3.0,0.0,No,No
12666,55000.0,1410.0,44.0,1.0,No,Yes
12669,141500.0,5054.0,94.0,0.0,No,No
12670,157200.0,2966.0,60.0,0.0,No,No
12672,38800.0,1078.0,25.0,0.0,No,Yes
12673,36000.00000000001,750.0,67.0,2.0,No,No
12675,83200.0,11886.0,55.0,2.0,No,No
12676,55000.0,1100.0,25.0,0.0,No,No
12677,353000.0,8023.0,92.0,2.0,No,No
12679,114800.0,12756.0,90.0,0.0,No,No
12680,62800.0,1847.0,76.0,1.0,No,No
12682,40600.0,944.0,16.0,0.0,No,No
12684,73600.0,3345.0,62.0,1.0,No,No
12689,180000.0,5625.0,24.0,2.0,No,Yes
12690,85500.0,1988.0,78.0,0.0,No,No
12692,79600.0,4189.0,47.0,0.0,No,Yes
12693,174500.0,3635.0,77.0,2.0,Yes,No
12694,42400.0,2120.0,21.0,1.0,No,No
12697,23400.0,520.0,81.0,0.0,Yes,No
12699,82000.0,1608.0,0.0,0.0,Yes,Yes
12700,65500.0,1310.0,89.0,3.0,No,No
12703,123000.0,2562.0,9.0,2.0,No,Yes
12704,36000.00000000001,706.0,85.0,1.0,Yes,No
12710,33000.0,1000.0,68.0,0.0,No,No
12711,90800.0,6053.0,34.0,1.0,No,No
12714,55200.0,1453.0,94.0,0.0,No,No
12716,22100.0,1579.0,85.0,0.0,No,No
12717,192000.0,6857.0,66.0,1.0,Yes,No
12719,9400.0,209.0,78.0,0.0,No,Yes
12720,28000.0,571.0,75.0,0.0,No,Yes
12721,537600.0,134400.0,80.0,0.0,No,No
12723,101200.0,4819.0,6.0,0.0,No,No
12725,126400.0,2528.0,11.0,1.0,No,No
12726,120000.0,2069.0,8.0,2.0,No,No
12727,81200.00000000001,6246.0,16.0,0.0,No,Yes
12730,90900.0,3788.0,74.0,0.0,No,Yes
12731,33200.0,593.0,72.0,0.0,No,No
12732,113400.0,3335.0,87.0,2.0,No,No
12733,15600.0,1560.0,84.0,2.0,No,No
12734,162000.0,7714.0,16.0,0.0,No,No
12737,33300.00000000001,1233.0,22.0,0.0,No,Yes
12740,104000.0,3250.0,24.0,1.0,No,No
12743,122400.0,3400.0,24.0,0.0,No,No
12744,68400.00000000001,1487.0,4.0,1.0,No,Yes
12752,36000.0,1000.0,51.0,3.0,No,No
12755,339500.0000000001,8934.0,78.0,2.0,No,Yes
12756,0.0,0.0,27.0,0.0,No,Yes
12757,50000.0,1389.0,93.0,0.0,Yes,No
12758,146300.0,3325.0,58.0,0.0,No,No
12759,43000.0,2048.0,35.0,0.0,No,Yes
12760,193600.0,5378.0,91.0,2.0,No,No
12761,118300.0,2366.0,19.0,0.0,No,No
12768,30100.000000000004,1881.0,13.0,0.0,No,No
12769,95600.0,2731.0,84.0,0.0,Yes,No
12770,104500.0,2612.0,52.0,0.0,No,Yes
12771,180800.0,25829.0,74.0,0.0,No,No
12773,234000.0,4179.0,87.0,3.0,Yes,Yes
12780,80400.00000000001,2173.0,12.0,0.0,No,No
12782,94500.0,6300.0,31.0,0.0,No,No
12788,53000.0,946.0,4.0,1.0,No,No
12792,39600.000000000015,843.0,66.0,0.0,No,No
12793,45600.0,2171.0,53.0,1.0,No,No
12796,37500.000000000015,781.0,62.0,0.0,No,No
12799,0.0,0.0,14.0,1.0,No,Yes
12800,61800.0,2131.0,46.0,0.0,No,No
12801,63700.00000000001,7078.0,22.0,1.0,No,No
12803,45000.00000000001,9000.0,53.0,1.0,No,Yes
12804,16400.0,421.0,93.0,0.0,No,No
12806,6300.0,332.0,57.0,0.0,No,Yes
12808,64000.0,1185.0,9.0,0.0,No,No
12809,105600.0,2155.0,45.0,2.0,Yes,No
12811,51500.0,5150.0,60.0,0.0,No,No
12814,70000.0,10000.0,29.0,1.0,No,No
12815,135000.0,2596.0,55.0,0.0,No,No
12818,0.0,0.0,65.0,0.0,No,Yes
12819,53600.0,3829.0,35.0,2.0,No,No
12820,31000.0,564.0,68.0,0.0,No,No
12822,28000.0,5600.0,59.0,0.0,No,Yes
12828,152000.0,3619.0,40.0,3.0,No,No
12830,93600.0,9360.0,84.0,0.0,No,Yes
12832,143100.00000000006,6222.0,57.0,1.0,No,No
12833,198500.0,3676.0,13.0,0.0,No,Yes
12835,57600.00000000001,2133.0,87.0,0.0,No,No
12836,188000.0,5875.0,84.0,0.0,No,No
12838,194400.00000000003,4226.0,37.0,1.0,No,Yes
12840,109200.0,3212.0,66.0,1.0,No,No
12843,44900.0,1604.0,29.0,0.0,No,No
12845,131400.00000000006,8213.0,27.0,0.0,No,Yes
12847,105000.0,2188.0,45.0,0.0,No,Yes
12851,54000.0,1500.0,95.0,0.0,No,No
12857,160200.00000000006,12323.0,83.0,0.0,No,Yes
12858,0.0,0.0,89.0,3.0,Yes,No
12861,0.0,0.0,24.0,0.0,No,No
12862,97500.0,12188.0,9.0,1.0,No,Yes
12865,25500.000000000004,447.0,24.0,1.0,No,No
12867,42000.0,1200.0,89.0,0.0,No,No
12868,399000.00000000006,15960.0,65.0,0.0,No,No
12870,203200.0,6555.0,74.0,0.0,Yes,No
12871,123200.0,2464.0,55.0,0.0,No,No
12873,670600.0000000001,95800.0,25.0,0.0,No,No
12874,22000.0,550.0,65.0,1.0,No,No
12876,353000.0,6660.0,26.0,1.0,No,Yes
12882,137400.00000000006,4041.0,44.0,0.0,No,No
12884,39500.0,1234.0,36.0,0.0,No,No
12886,0.0,0.0,24.0,1.0,No,Yes
12887,100800.0,2585.0,56.0,2.0,No,No
12889,25500.0,944.0,33.0,1.0,Yes,Yes
12893,115500.0,8885.0,2.0,0.0,No,No
12894,275800.0,5868.0,62.0,0.0,No,No
12895,130400.0,6863.0,52.0,2.0,No,No
12897,57000.0,2036.0,5.0,1.0,No,No
12899,306600.0000000001,8068.0,1.0,2.0,No,No
12900,22000.0,550.0,0.0,0.0,No,No
12902,135500.0,3662.0,85.0,0.0,No,No
12904,64500.0,4607.0,12.0,0.0,No,Yes
12905,43800.000000000015,1564.0,8.0,0.0,Yes,No
12906,109500.0,3129.0,64.0,3.0,Yes,Yes
12908,15200.0,800.0,26.0,0.0,No,No
12913,208000.0,3586.0,77.0,0.0,Yes,No
12915,139800.00000000006,6078.0,18.0,1.0,No,No
12917,0.0,0.0,1.0,0.0,No,No
12919,69000.0,7667.0,25.0,0.0,No,Yes
12924,40800.0,2147.0,20.0,0.0,No,No
12926,110400.0,2905.0,9.0,0.0,No,No
12928,0.0,0.0,80.0,0.0,No,No
12929,81200.0,4274.0,14.0,1.0,No,No
12930,0.0,0.0,16.0,2.0,No,Yes
12932,198000.0,5211.0,37.0,2.0,No,No
12937,93800.0,1804.0,44.0,0.0,No,No
12938,0.0,0.0,30.0,1.0,No,Yes
12942,44800.00000000001,845.0,41.0,0.0,No,No
12943,96400.0,3570.0,61.0,0.0,No,No
12945,48000.0,3200.0,19.0,0.0,No,No
12946,154400.0,6713.0,39.0,1.0,Yes,No
12947,192600.0,3931.0,55.0,0.0,No,No
12949,46000.0,7667.0,56.0,2.0,No,Yes
12953,119600.0,4600.0,31.0,4.0,No,No
12956,66600.00000000001,1586.0,22.0,0.0,No,Yes
12958,151500.0,3443.0,80.0,0.0,No,No
12959,104400.0,2131.0,18.0,1.0,No,Yes
12960,96800.0,3227.0,72.0,1.0,No,Yes
12963,5500.0,183.0,1.0,2.0,No,No
12964,0.0,0.0,17.0,0.0,No,No
12966,263600.0,4974.0,92.0,0.0,No,No
12967,524700.0,10708.0,18.0,0.0,Yes,No
12969,74000.0,6727.0,63.0,1.0,No,Yes
12970,12600.0,286.0,90.0,1.0,Yes,No
12971,54900.0,3050.0,6.0,1.0,No,No
12972,30800.000000000004,1540.0,65.0,1.0,No,No
12973,84400.0,1623.0,76.0,0.0,No,No
12974,252600.00000000003,6827.0,75.0,0.0,No,No
12975,48000.0,12000.0,38.0,0.0,No,Yes
12977,14700.0,3675.0,53.0,2.0,No,No
12978,0.0,0.0,70.0,2.0,No,No
12979,221000.0,15786.0,68.0,0.0,No,Yes
12980,152400.0,2822.0,65.0,0.0,Yes,No
12982,27000.000000000004,1421.0,13.0,1.0,No,No
12984,60800.0,1086.0,18.0,0.0,Yes,No
12985,28500.000000000004,648.0,34.0,0.0,No,No
12987,129000.0,8600.0,89.0,2.0,No,Yes
12988,97600.0,2077.0,86.0,0.0,No,Yes
12989,119700.0,3627.0,6.0,1.0,No,Yes
12991,35500.0,1145.0,5.0,1.0,No,No
12992,44100.00000000001,959.0,48.0,0.0,No,No
12993,21000.0,955.0,13.0,1.0,No,No
12994,337200.0000000001,7330.0,15.0,0.0,No,No
13000,168000.0,3360.0,86.0,1.0,No,No
13003,28000.0,1333.0,82.0,1.0,No,No
13004,84500.0,4971.0,69.0,1.0,No,Yes
13006,55000.0,1341.0,23.0,0.0,No,No
13008,164500.0,3357.0,49.0,1.0,No,No
13009,30000.000000000004,732.0,89.0,2.0,Yes,No
13013,126000.0,3500.0,26.0,1.0,No,Yes
13014,0.0,0.0,24.0,0.0,Yes,No
13016,52400.0,1278.0,28.0,0.0,No,No
13019,38400.0,1670.0,76.0,0.0,No,No
13020,107800.0,2450.0,54.0,1.0,No,No
13021,151000.0,3432.0,76.0,2.0,Yes,No
13022,124500.0,2441.0,57.0,2.0,No,No
13024,30600.000000000004,850.0,60.0,3.0,No,No
13028,153000.0,3326.0,79.0,0.0,No,No
13032,160200.0,2715.0,17.0,0.0,No,Yes
13033,322700.0000000001,80675.0,26.0,0.0,No,No
13034,18300.000000000004,426.0,69.0,0.0,No,No
13035,0.0,0.0,26.0,0.0,No,Yes
13039,86500.0,2790.0,85.0,1.0,No,No
13048,35400.00000000001,885.0,74.0,0.0,No,No
13050,90900.0,6493.0,85.0,0.0,No,No
13051,12300.0,2050.0,10.0,0.0,No,No
13052,29700.000000000004,782.0,18.0,0.0,No,Yes
13054,44400.0,7400.0,29.0,2.0,No,No
13055,16600.0,664.0,85.0,0.0,No,No
13056,49500.0,6188.0,83.0,1.0,Yes,No
13057,111000.0,2018.0,18.0,1.0,No,Yes
13058,94600.0,1819.0,58.0,0.0,Yes,No
13059,17600.0,2200.0,21.0,1.0,Yes,No
13060,115500.0,5022.0,85.0,0.0,No,Yes
13061,136500.0,4136.0,86.0,2.0,No,Yes
13068,203000.00000000003,6152.0,70.0,0.0,No,No
13070,74400.00000000001,2480.0,80.0,2.0,Yes,No
13072,45500.0,989.0,32.0,1.0,No,No
13074,130000.0,13000.0,46.0,0.0,No,No
13077,69200.0,2883.0,26.0,1.0,No,Yes
13079,119500.0,2490.0,37.0,1.0,No,Yes
13080,102800.0,2856.0,22.0,1.0,No,No
13081,79500.0,5300.0,46.0,1.0,No,No
13086,21600.0,540.0,42.0,0.0,No,Yes
13087,237500.0,6985.0,0.0,1.0,No,No
13090,0.0,0.0,55.0,2.0,Yes,No
13091,178800.0,13754.0,37.0,2.0,No,No
13094,135600.0,3082.0,33.0,0.0,No,No
13096,39500.0,988.0,22.0,0.0,No,Yes
13098,158400.0,3443.0,77.0,3.0,No,Yes
13103,66600.0,2148.0,38.0,0.0,No,No
13110,61600.0,2281.0,91.0,1.0,No,Yes
13112,138400.0,3460.0,86.0,0.0,No,Yes
13113,30000.0,1111.0,5.0,0.0,No,No
13114,5600.0,95.0,67.0,2.0,No,No
13119,109600.0,2962.0,95.0,1.0,No,Yes
13125,56000.0,2667.0,6.0,3.0,No,Yes
13126,48900.00000000001,1577.0,49.0,2.0,Yes,No
13135,95600.0,1992.0,5.0,2.0,No,No
13136,79800.00000000001,3069.0,12.0,0.0,No,No
13138,132800.0,2251.0,95.0,0.0,No,No
13139,0.0,0.0,11.0,0.0,No,No
13140,232000.0,6270.0,60.0,0.0,No,No
13143,229500.0,16393.0,39.0,0.0,No,No
13145,17600.0,298.0,69.0,1.0,Yes,No
13146,95000.0,8636.0,1.0,2.0,Yes,No
13147,149600.0,4987.0,69.0,0.0,No,Yes
13148,29200.0,584.0,63.0,2.0,No,No
13152,132300.0,14700.0,5.0,0.0,No,Yes
13156,87600.00000000001,4380.0,18.0,0.0,No,No
13159,132000.0,2491.0,18.0,1.0,No,Yes
13160,163000.0,27167.0,2.0,3.0,No,No
13163,96500.0,7423.0,56.0,0.0,No,Yes
13164,106400.0,2264.0,82.0,0.0,No,No
13167,83200.0,3617.0,13.0,1.0,No,No
13171,33600.0,4200.0,32.0,0.0,No,Yes
13172,114100.0,4961.0,55.0,0.0,No,No
13173,0.0,0.0,7.0,1.0,No,No
13174,47600.0,1035.0,7.0,3.0,No,No
13175,97200.0,4418.0,20.0,0.0,No,No
13177,127200.0,14133.0,66.0,1.0,No,No
13179,190500.0,7327.0,44.0,0.0,No,Yes
13182,100000.0,7692.0,15.0,2.0,No,No
13184,46600.0,5178.0,78.0,1.0,Yes,No
13185,181200.00000000003,11325.0,10.0,0.0,Yes,No
13188,58400.0,1390.0,22.0,0.0,No,No
13190,87600.00000000001,2246.0,91.0,2.0,No,No
13191,23800.0,2975.0,79.0,1.0,No,Yes
13196,0.0,0.0,20.0,2.0,Yes,No
13197,0.0,0.0,19.0,0.0,No,No
